waypoint_id,x,y,z
0,0.8750,-0.3250,0.0000
1,0.5750,-0.3250,0.0000
2,0.4750,-0.2250,0.0000
3,0.1750,-0.2250,0.0000
4,-0.8750,0.8250,0.0000
