waypoint_id,x,y,z
0,1.3250,2.4750,0.0000
1,1.3250,0.8750,0.0000
2,2.7250,-0.5250,0.0000
3,2.7250,-0.6250,0.0000
4,2.7750,-0.6750,0.0000
5,2.7750,-1.8750,0.0000
6,1.7250,-2.9250,0.0000
7,1.7250,-3.6750,0.0000
8,1.5750,-3.8250,0.0000
