waypoint_id,x,y,z
0,-1.9750,-0.4750,0.0000
1,-1.9750,-0.3250,0.0000
2,-1.8250,-0.1750,0.0000
3,-1.8250,-0.1250,0.0000
4,0.8250,2.5250,0.0000
