waypoint_id,x,y,z
0,4.2750,-1.4750,0.0000
1,3.9750,-1.4750,0.0000
2,3.8750,-1.5750,0.0000
3,3.5250,-1.5750,0.0000
4,3.4750,-1.6250,0.0000
5,3.0250,-1.6250,0.0000
6,2.3250,-2.3250,0.0000
7,2.2250,-2.3250,0.0000
8,2.1750,-2.3750,0.0000
9,-1.3750,-2.3750,0.0000
10,-1.6750,-2.0750,0.0000
11,-8.2750,-2.0750,0.0000
12,-8.7750,-1.5750,0.0000
