waypoint_id,x,y,z
0,-1.9750,-0.4750,0.0000
1,2.0750,-0.4750,0.0000
2,2.1250,-0.4250,0.0000
3,2.2250,-0.4250,0.0000
4,2.2750,-0.3750,0.0000
5,2.5750,-0.3750,0.0000
6,3.8250,-1.6250,0.0000
7,4.9750,-1.6250,0.0000
8,6.3250,-2.9750,0.0000
