waypoint_id,x,y,z
0,1.0250,1.9750,0.0000
1,0.8750,1.9750,0.0000
2,0.7250,1.8250,0.0000
3,0.4250,1.8250,0.0000
4,-4.6250,-3.2250,0.0000
