waypoint_id,x,y,z
0,-7.6750,-0.2250,0.0000
1,-4.3250,-0.2250,0.0000
2,-2.1750,-2.3750,0.0000
3,5.0250,-2.3750,0.0000
4,6.1750,-1.2250,0.0000
