waypoint_id,x,y,z
0,1.1050,2.0050,0.0000
1,0.8050,2.0050,0.0000
2,0.7050,1.9050,0.0000
3,0.3550,1.9050,0.0000
4,-4.7950,-3.2450,0.0000
