waypoint_id,x,y,z
0,-1.9750,-0.4750,0.0000
1,-1.8750,-0.4750,0.0000
2,-0.4750,-1.8750,0.0000
3,-0.3750,-1.8750,0.0000
4,-0.3250,-1.9250,0.0000
5,-0.1250,-1.9250,0.0000
6,-0.0750,-1.9750,0.0000
7,0.0250,-1.9750,0.0000
8,0.0750,-2.0250,0.0000
9,0.4250,-2.0250,0.0000
10,0.7250,-2.3250,0.0000
11,0.8250,-2.3250,0.0000
12,0.8750,-2.3750,0.0000
13,2.3250,-2.3750,0.0000
14,3.2250,-1.4750,0.0000
15,4.3250,-1.4750,0.0000
16,4.4250,-1.3750,0.0000
