waypoint_id,x,y,z
0,-0.0250,-0.0250,0.0000
1,5.6750,-0.0250,0.0000
2,5.8750,-0.2250,0.0000
3,5.9750,-0.2250,0.0000
4,6.0250,-0.2750,0.0000
5,7.4250,-0.2750,0.0000
6,8.6750,0.9750,0.0000
